1622761199999,38745.77000000,38991.98000000,38718.98000000,38890.71000000,1544.96372800
1622764799999,38890.71000000,39450.00000000,38790.62000000,39246.79000000,3602.16393200
1622768399999,39246.78000000,39289.07000000,38575.90000000,38682.38000000,3036.88712300
1622771999999,38687.05000000,38692.80000000,37588.00000000,37900.00000000,7376.46457400
1622775599999,37900.00000000,37900.00000000,37320.26000000,37775.12000000,4298.06435500
1622779199999,37775.12000000,38133.23000000,37571.45000000,37933.72000000,2436.54811300
1622782799999,37933.73000000,37939.25000000,37400.00000000,37556.76000000,3231.87309200
1622786399999,37556.76000000,37679.94000000,36500.00000000,36716.55000000,10841.45241800
1622789999999,36718.38000000,37039.00000000,36529.83000000,36782.54000000,3797.32457600
1622793599999,36782.54000000,36852.00000000,36218.21000000,36610.29000000,5518.92428600
1622797199999,36606.80000000,36827.60000000,36072.82000000,36704.97000000,3855.48501800
1622800799999,36704.96000000,36861.60000000,36350.00000000,36854.99000000,2720.25060900
1622804399999,36854.99000000,37028.65000000,36537.53000000,36630.30000000,3332.61124700
1622807999999,36630.31000000,36848.64000000,36361.00000000,36585.66000000,3254.52855900
1622811599999,36585.67000000,37139.00000000,35555.15000000,36878.96000000,10121.71566700
1622815199999,36879.64000000,36988.22000000,36606.35000000,36729.31000000,3251.22936900
1622818799999,36729.32000000,36893.45000000,36150.00000000,36707.94000000,4101.78816700
1622822399999,36707.94000000,37064.29000000,36621.83000000,36948.85000000,3532.14887600
1622825999999,36948.86000000,37061.43000000,36751.05000000,36892.30000000,2768.57705300
1622829599999,36892.30000000,37248.94000000,36800.01000000,37082.77000000,2204.77539500
1622833199999,37082.78000000,37168.85000000,36953.17000000,37099.27000000,1877.44608400
1622836799999,37099.28000000,37195.00000000,36708.00000000,36800.99000000,2174.96635000
1622840399999,36801.00000000,37117.52000000,36793.74000000,37032.57000000,1573.25518800
1622843999999,37032.58000000,37246.99000000,37023.08000000,37199.51000000,1665.56168300
1622847599999,37199.52000000,37246.12000000,37069.44000000,37088.40000000,1269.50215100
1622851199999,37088.37000000,37203.53000000,36462.42000000,36829.00000000,3076.41929200
1622854799999,36829.15000000,37800.00000000,36613.22000000,37684.66000000,3709.28340400
1622858399999,37682.84000000,37846.60000000,37550.00000000,37688.50000000,1739.58723700
1622861999999,37688.50000000,37761.42000000,37336.11000000,37639.91000000,2187.47439500
1622865599999,37639.92000000,37748.88000000,37375.34000000,37410.00000000,1390.10838400
1622869199999,37410.04000000,37717.93000000,37410.04000000,37675.10000000,1747.59263800
1622872799999,37675.10000000,37750.00000000,37467.67000000,37597.98000000,1283.21641800
1622876399999,37597.98000000,37837.04000000,37558.00000000,37703.00000000,1573.37611600
1622879999999,37700.43000000,37925.00000000,37547.34000000,37582.14000000,2333.24194100
1622883599999,37582.13000000,37850.00000000,37430.00000000,37780.80000000,1882.57397400
1622887199999,37780.80000000,37830.00000000,35951.74000000,36325.80000000,6018.55618600
1622890799999,36325.56000000,36697.53000000,36022.69000000,36454.63000000,4716.58448400
1622894399999,36454.63000000,36535.77000000,35667.00000000,35869.42000000,4403.22976600
1622897999999,35869.42000000,36221.53000000,35250.00000000,36009.80000000,6647.43458900
1622901599999,36009.80000000,36049.65000000,35672.73000000,35726.95000000,2793.41455100
1622905199999,35726.99000000,36000.00000000,35514.73000000,35643.33000000,3336.81737100
1622908799999,35643.33000000,36435.00000000,35560.57000000,36321.42000000,3452.82301900
1622912399999,36321.42000000,36321.43000000,35976.16000000,36075.86000000,1898.64111000
1622915999999,36075.86000000,36324.20000000,35859.52000000,36021.11000000,1769.63757900
1622919599999,36021.11000000,36175.00000000,35900.00000000,36040.12000000,1719.34859800
1622923199999,36040.12000000,36300.00000000,35692.04000000,35778.94000000,2193.37027900
1622926799999,35777.61000000,36016.10000000,35555.55000000,35842.40000000,2410.87544900
1622930399999,35838.96000000,35842.06000000,34800.00000000,34964.69000000,4946.47009800
1622933999999,34964.69000000,35399.17000000,34832.51000000,35061.62000000,4202.17500000
1622937599999,35061.62000000,35614.55000000,35061.11000000,35513.20000000,2103.78890400
1622941199999,35516.07000000,35774.99000000,35405.61000000,35570.55000000,2239.87729400
1622944799999,35570.56000000,36257.05000000,35568.36000000,36215.19000000,2478.56149600
1622948399999,36215.18000000,36257.34000000,36040.00000000,36130.27000000,1437.81892100
1622951999999,36130.26000000,36220.00000000,35807.88000000,35989.67000000,2237.26065800
1622955599999,35988.56000000,36200.00000000,35949.28000000,36080.00000000,1477.19997600
1622959199999,36083.10000000,36251.99000000,35995.20000000,36236.65000000,1362.03154000
1622962799999,36236.66000000,36480.00000000,35701.04000000,35853.21000000,2675.89081700
1622966399999,35851.36000000,36185.00000000,35830.03000000,36132.57000000,1543.49843200
1622969999999,36132.52000000,36350.00000000,35967.85000000,36308.52000000,1919.38294200
1622973599999,36306.97000000,36414.55000000,36129.15000000,36166.27000000,1613.18707800
1622977199999,36166.27000000,36217.17000000,35830.00000000,36015.69000000,2041.27224800
1622980799999,36015.69000000,36152.00000000,35800.93000000,35868.13000000,1627.82054700
1622984399999,35868.12000000,36121.64000000,35800.00000000,35869.81000000,1652.08663100
1622987999999,35869.80000000,36013.26000000,35550.00000000,35639.03000000,2353.64514900
1622991599999,35639.03000000,36218.00000000,35450.00000000,36111.03000000,3144.46968200
1622995199999,36111.03000000,36429.28000000,36053.00000000,36157.47000000,2323.52326300
1622998799999,36157.47000000,36317.81000000,36112.51000000,36224.57000000,1700.25611600
1623002399999,36224.65000000,36227.11000000,35907.17000000,36031.27000000,1984.56606700
1623005999999,36031.27000000,36038.27000000,35830.07000000,35890.00000000,1562.95012000
1623009599999,35889.99000000,35889.99000000,35705.00000000,35747.15000000,1409.82496400
1623013199999,35747.14000000,35995.28000000,35581.72000000,35971.67000000,2215.94047200
1623016799999,35971.67000000,35984.71000000,35860.00000000,35938.61000000,1420.88463900
1623020399999,35938.61000000,35950.00000000,35222.00000000,35554.86000000,3314.74694700
1623023999999,35557.11000000,35878.21000000,35488.00000000,35796.31000000,1913.51063800
1623027599999,35796.31000000,36420.00000000,35498.62000000,36293.02000000,4014.24195900
1623031199999,36293.03000000,36900.00000000,36164.63000000,36679.08000000,3376.76224100
1623034799999,36679.08000000,36759.49000000,36555.00000000,36641.40000000,2047.37861600
1623038399999,36641.40000000,36715.00000000,36285.44000000,36392.93000000,2248.53526200
1623041999999,36392.94000000,36545.01000000,36209.61000000,36250.01000000,1557.90208900
1623045599999,36250.01000000,36427.00000000,35968.45000000,36289.33000000,1956.68515300
1623049199999,36289.33000000,36360.00000000,36035.55000000,36070.17000000,1991.41367200
1623052799999,36071.97000000,36215.75000000,35850.66000000,36139.99000000,2349.82665700
1623056399999,36139.99000000,36314.73000000,35900.52000000,36103.26000000,2104.94714100
1623059999999,36103.25000000,36393.52000000,36027.75000000,36269.68000000,3414.09736200
1623063599999,36269.67000000,36591.72000000,36269.66000000,36492.35000000,3055.88158100
1623067199999,36492.35000000,36580.00000000,36298.29000000,36376.47000000,1750.25161600
1623070799999,36376.47000000,36777.47000000,36241.60000000,36611.31000000,2793.97952300
1623074399999,36611.31000000,36726.00000000,36257.56000000,36315.49000000,2447.68503500
1623077999999,36315.50000000,36316.51000000,35860.50000000,36054.96000000,4113.46899300
1623081599999,36054.96000000,36143.46000000,35950.00000000,36035.51000000,1564.36075300
1623085199999,36035.35000000,36079.63000000,35688.92000000,35793.35000000,2913.03938200
1623088799999,35793.36000000,35916.84000000,35575.00000000,35725.12000000,2633.34293100
1623092399999,35725.12000000,35777.00000000,35400.00000000,35486.90000000,2789.00659300
1623095999999,35484.57000000,35682.12000000,35328.02000000,35634.46000000,2616.99763400
1623099599999,35634.45000000,35744.52000000,34000.08000000,34440.43000000,8750.14437600
1623103199999,34440.44000000,34647.58000000,33563.40000000,34113.35000000,7836.22091100
1623106799999,34113.66000000,34291.54000000,33905.55000000,34147.92000000,3330.64546800
1623110399999,34147.92000000,34182.80000000,33300.00000000,33552.79000000,5918.13762500
1623113999999,33556.96000000,34068.01000000,33340.00000000,33670.35000000,7752.34908100
1623117599999,33669.79000000,33961.90000000,33553.39000000,33776.06000000,3102.17465000
1623121199999,33776.06000000,33886.21000000,32351.00000000,32709.92000000,9712.07549600
1623124799999,32709.92000000,32887.82000000,32424.32000000,32817.09000000,6571.65298600
1623128399999,32817.09000000,33155.00000000,32660.00000000,32840.38000000,4227.43596300
1623131999999,32840.39000000,32986.40000000,32481.83000000,32892.95000000,4182.81004200
1623135599999,32892.95000000,32945.00000000,32537.54000000,32596.49000000,2934.49791300
1623139199999,32596.49000000,33246.09000000,32123.00000000,32966.70000000,6805.53693200
